#
## VC_USPEX
#  ID   Compositions    Enthalpies 
#                       (eV/atom)  
  92     1  1  6      -2.9776      
 103     4  4  4      -3.3019      
 112     4  8  0      -3.4650      
 124     8  8  0      -3.1025      
 297     3  1  0      -2.2400      
1470    20 12  0      -2.6763      
2258     2  0  2      -2.6126      
2284     0  0  4      -2.6566      
2507     4  0  0      -1.3532      
2633     4  0 12      -3.1208      
2819     0  6  0      -3.3600      
1395     0  0 24      -2.6563      
1994     2  0  6      -3.1205      
1776     0  0 12      -2.6560      
1945    16  0  0      -1.3523      
2824     4  0 12      -3.1198      
2632     4  0 12      -3.1197      
2723     0  0  8      -2.6554      
2851     4  0  0      -1.3513      
1948    21 11  0      -2.5651      
2688     4  0  0      -1.3510      
3155     8  0  0      -1.3502      
2408    10  0  0      -1.3490      
1898     4  8  1      -3.4195      
1814     4  0  0      -1.3476      
3062    15  1  0      -1.5663      
1942    15  1  0      -1.5662      
  89     0  0  4      -2.6476      
3020     0 18  0      -3.3510      
2031    12  0  0      -1.3427      
 658     3  1  0      -2.2281      
2208    10  0  0      -1.3388      
 303     0  0  4      -2.6403      
3163    12  0  0      -1.3370      
1175    12  0  0      -1.3354      
1998     3  5  0      -3.3547      
3179    32  0  0      -1.3326      
  99     4  0  0      -1.3317      
  76     0  2 16      -2.7118      
 840     0  2 16      -2.7117      
  63     0  4 16      -2.7719      
 612    12  0  0      -1.3276      
1947    21 11  0      -2.5407      
 221     8  0 20      -3.0211      
1736     8  0  2      -1.8294      
2499    11  1  0      -1.6205      
2777     8  0  2      -1.8260      
  97     4  0  0      -1.3217      
1376    15  1  0      -1.5432      
1179    11  1  0      -1.6169      
3026     0 18  0      -3.3277      
 814    16  0  0      -1.3196      
2867     9  1  0      -1.6729      
 728    24  0  0      -1.3181      
2326    15  1  0      -1.5397      
2994    32  0  0      -1.3168      
2964    12  0  0      -1.3160      
2126    11  1  0      -1.6114      
2060     0  0 12      -2.6187      
2129    15  1  0      -1.5368      
2536     0  2 16      -2.6966      
 810    12  0  0      -1.3147      
1455    11  1  0      -1.6078      
1189    11  0  1      -1.5219      
1840    11  1  0      -1.6076      
1649    12  0  0      -1.3114      
 524    20 11  1      -2.6019      
1476    23  1  0      -1.4551      
 106     4  4  0      -3.0561      
2563     5  0  2      -2.0260      
2187     4  0  1      -1.8089      
2877     8  0 20      -2.9999      
 611    12  0  0      -1.3045      
2088     4  0 10      -2.9994      
1081     8  0  0      -1.3042      
1531     3 24  0      -3.3459      
1752    11  1  0      -1.5987      
2852     0  2  0      -3.3079      
2136    15  1  0      -1.5182      
 421     8  0 18      -2.9462      
2287     3  1  0      -2.1826      
 502     8  0 18      -2.9459      
2134    15  1  0      -1.5172      
1219     0  2 16      -2.6764      
 429    12  0  0      -1.2941      
2469     2  0  5      -2.9889      
2969    11  1  0      -1.5890      
2298     4  0  0      -1.2924      
1661    11  0  1      -1.5020      
2305     9  7  0      -2.8271      
2168     4  0  6      -2.7535      
1894     2  2 12      -2.9151      
 805    11  1  0      -1.5837      
2780     3 23  1      -3.3143      
